Diagnosis1	Diagnosis2	LogicFlag
E08.311	E24.4	
E08.311	E24.8	
E08.311	E24.9	
E08.311	E40.	
E08.311	E41.	
E08.311	E42.	
E08.311	E43.	
E08.311	E44.0	
E08.311	E44.1	
E08.311	E45.	
E08.311	E46.	
E08.311	E84.0	
E08.311	E84.11	
E08.311	E84.19	
E08.311	E84.8	
E08.311	E84.9	
E08.311	K85.00	
E08.311	K85.01	
E08.311	K85.02	
E08.311	K85.10	
E08.311	K85.11	
E08.311	K85.12	
E08.311	K85.20	
E08.311	K85.21	
E08.311	K85.22	
E08.311	K85.30	
E08.311	K85.31	
E08.311	K85.32	
E08.311	K85.80	
E08.311	K85.81	
E08.311	K85.82	
E08.311	K85.90	
E08.311	K85.91	
E08.311	K85.92	
E08.311	K86.0	
E08.311	K86.1	
E08.311	K86.2	
E08.311	K86.3	
E08.311	K86.81	
E08.311	K86.89	
E08.311	K86.9	
E08.311	P35.0	
E08.319	C00.0	
E08.319	C00.1	
E08.319	C00.2	
E08.319	C00.3	
E08.319	C00.4	
E08.319	C00.5	
E08.319	C00.6	
E08.319	C00.8	
E08.319	C00.9	
E08.319	C01.	
E08.319	C02.0	
E08.319	C02.1	
E08.319	C02.2	
E08.319	C02.3	
E08.319	C02.4	
E08.319	C02.8	
E08.319	C02.9	
E08.319	C03.0	
E08.319	C03.1	
E08.319	C03.9	
E08.319	C04.0	
E08.319	C04.1	
E08.319	C04.8	
E08.319	C04.9	
E08.319	C05.0	
E08.319	C05.1	
E08.319	C05.2	
E08.319	C05.8	
E08.319	C05.9	
E08.319	C06.0	
E08.319	C06.1	
E08.319	C06.2	
E08.319	C06.80	
E08.319	C06.89	
E08.319	C06.9	
E08.319	C07.	
E08.319	C08.0	
E08.319	C08.1	
E08.319	C08.9	
E08.319	C09.0	
E08.319	C09.1	
E08.319	C09.8	
E08.319	C09.9	
E08.319	C10.0	
E08.319	C10.1	
E08.319	C10.2	
E08.319	C10.3	
E08.319	C10.4	
E08.319	C10.8	
E08.319	C10.9	
E08.319	C11.0	
E08.319	C11.1	
E08.319	C11.2	
E08.319	C11.3	
E08.319	C11.8	
E08.319	C11.9	
E08.319	C12.	
E08.319	C13.0	
E08.319	C13.1	
E08.319	C13.2	
E08.319	C13.8	
E08.319	C13.9	
E08.319	C14.0	
E08.319	C14.2	
E08.319	C14.8	
E08.319	C15.3	
E08.319	C15.4	
E08.319	C15.5	
E08.319	C15.8	
E08.319	C15.9	
E08.319	C16.0	
E08.319	C16.1	
E08.319	C16.2	
E08.319	C16.3	
E08.319	C16.4	
E08.319	C16.5	
E08.319	C16.6	
E08.319	C16.8	
E08.319	C16.9	
E08.319	C17.0	
E08.319	C17.1	
E08.319	C17.2	
E08.319	C17.3	
E08.319	C17.8	
E08.319	C17.9	
E08.319	C18.0	
E08.319	C18.1	
E08.319	C18.2	
E08.319	C18.3	
E08.319	C18.4	
E08.319	C18.5	
E08.319	C18.6	
E08.319	C18.7	
E08.319	C18.8	
E08.319	C18.9	
E08.319	C19.	
E08.319	C20.	
E08.319	C21.0	
E08.319	C21.1	
E08.319	C21.2	
E08.319	C21.8	
E08.319	C22.0	
E08.319	C22.1	
E08.319	C22.2	
E08.319	C22.3	
E08.319	C22.4	
E08.319	C22.7	
E08.319	C22.8	
E08.319	C22.9	
E08.319	C23.	
E08.319	C24.0	
E08.319	C24.1	
E08.319	C24.8	
E08.319	C24.9	
E08.319	C25.0	
E08.319	C25.1	
E08.319	C25.2	
E08.319	C25.3	
E08.319	C25.4	
E08.319	C25.7	
E08.319	C25.8	
E08.319	C25.9	
E08.319	C26.0	
E08.319	C26.1	
E08.319	C26.9	
E08.319	C30.0	
E08.319	C30.1	
E08.319	C31.0	
E08.319	C31.1	
E08.319	C31.2	
E08.319	C31.3	
E08.319	C31.8	
E08.319	C31.9	
E08.319	C32.0	
E08.319	C32.1	
E08.319	C32.2	
E08.319	C32.3	
E08.319	C32.8	
E08.319	C32.9	
E08.319	C33.	
E08.319	C34.00	
E08.319	C34.01	
E08.319	C34.02	
E08.319	C34.10	
E08.319	C34.11	
E08.319	C34.12	
E08.319	C34.2	
E08.319	C34.30	
E08.319	C34.31	
E08.319	C34.32	
E08.319	C34.80	
E08.319	C34.81	
E08.319	C34.82	
E08.319	C34.90	
E08.319	C34.91	
E08.319	C34.92	
E08.319	C37.	
E08.319	C38.0	
E08.319	C38.1	
E08.319	C38.2	
E08.319	C38.3	
E08.319	C38.4	
E08.319	C38.8	
E08.319	C39.0	
E08.319	C39.9	
E08.319	C40.00	
E08.319	C40.01	
E08.319	C40.02	
E08.319	C40.10	
E08.319	C40.11	
E08.319	C40.12	
E08.319	C40.20	
E08.319	C40.21	
E08.319	C40.22	
E08.319	C40.30	
E08.319	C40.31	
E08.319	C40.32	
E08.319	C40.80	
E08.319	C40.81	
E08.319	C40.82	
E08.319	C40.90	
E08.319	C40.91	
E08.319	C40.92	
E08.319	C41.0	
E08.319	C41.1	
E08.319	C41.2	
E08.319	C41.3	
E08.319	C41.4	
E08.319	C41.9	
E08.319	C43.0	
E08.319	C43.10	
E08.319	C43.11	
E08.319	C43.12	
E08.319	C43.20	
E08.319	C43.21	
E08.319	C43.22	
E08.319	C43.30	
E08.319	C43.31	
E08.319	C43.39	
E08.319	C43.4	
E08.319	C43.51	
E08.319	C43.52	
E08.319	C43.59	
E08.319	C43.60	
E08.319	C43.61	
E08.319	C43.62	
E08.319	C43.70	
E08.319	C43.71	
E08.319	C43.72	
E08.319	C43.8	
E08.319	C43.9	
E08.319	C44.00	
E08.319	C44.01	
E08.319	C44.02	
E08.319	C44.09	
E08.319	C44.101	
E08.319	C44.102	
E08.319	C44.109	
E08.319	C44.111	
E08.319	C44.112	
E08.319	C44.119	
E08.319	C44.121	
E08.319	C44.122	
E08.319	C44.129	
E08.319	C44.191	
E08.319	C44.192	
E08.319	C44.199	
E08.319	C44.201	
E08.319	C44.202	
E08.319	C44.209	
E08.319	C44.211	
E08.319	C44.212	
E08.319	C44.219	
E08.319	C44.221	
E08.319	C44.222	
E08.319	C44.229	
E08.319	C44.291	
E08.319	C44.292	
E08.319	C44.299	
E08.319	C44.300	
E08.319	C44.301	
E08.319	C44.309	
E08.319	C44.310	
E08.319	C44.311	
E08.319	C44.319	
E08.319	C44.320	
E08.319	C44.321	
E08.319	C44.329	
E08.319	C44.390	
E08.319	C44.391	
E08.319	C44.399	
E08.319	C44.40	
E08.319	C44.41	
E08.319	C44.42	
E08.319	C44.49	
E08.319	C44.500	
E08.319	C44.501	
E08.319	C44.509	
E08.319	C44.510	
E08.319	C44.511	
E08.319	C44.519	
E08.319	C44.520	
E08.319	C44.521	
E08.319	C44.529	
E08.319	C44.590	
E08.319	C44.591	
E08.319	C44.599	
E08.319	C44.601	
E08.319	C44.602	
E08.319	C44.609	
E08.319	C44.611	
E08.319	C44.612	
E08.319	C44.619	
E08.319	C44.621	
E08.319	C44.622	
E08.319	C44.629	
E08.319	C44.691	
E08.319	C44.692	
E08.319	C44.699	
E08.319	C44.701	
E08.319	C44.702	
E08.319	C44.709	
E08.319	C44.711	
E08.319	C44.712	
E08.319	C44.719	
E08.319	C44.721	
E08.319	C44.722	
E08.319	C44.729	
E08.319	C44.791	
E08.319	C44.792	
E08.319	C44.799	
E08.319	C44.80	
E08.319	C44.81	
E08.319	C44.82	
E08.319	C44.89	
E08.319	C44.90	
E08.319	C44.91	
E08.319	C44.92	
E08.319	C44.99	
E08.319	C45.0	
E08.319	C45.1	
E08.319	C45.2	
E08.319	C45.7	
E08.319	C45.9	
E08.319	C46.0	
E08.319	C46.1	
E08.319	C46.2	
E08.319	C46.3	
E08.319	C46.4	
E08.319	C46.50	
E08.319	C46.51	
E08.319	C46.52	
E08.319	C46.7	
E08.319	C46.9	
E08.319	C47.0	
E08.319	C47.10	
E08.319	C47.11	
E08.319	C47.12	
E08.319	C47.20	
E08.319	C47.21	
E08.319	C47.22	
E08.319	C47.3	
E08.319	C47.4	
E08.319	C47.5	
E08.319	C47.6	
E08.319	C47.8	
E08.319	C47.9	
E08.319	C48.0	
E08.319	C48.1	
E08.319	C48.2	
E08.319	C48.8	
E08.319	C49.0	
E08.319	C49.10	
E08.319	C49.11	
E08.319	C49.12	
E08.319	C49.20	
E08.319	C49.21	
E08.319	C49.22	
E08.319	C49.3	
E08.319	C49.4	
E08.319	C49.5	
E08.319	C49.6	
E08.319	C49.8	
E08.319	C49.9	
E08.319	C49.A0	
E08.319	C49.A1	
E08.319	C49.A2	
E08.319	C49.A3	
E08.319	C49.A4	
E08.319	C49.A5	
E08.319	C49.A9	
E08.319	C4A.0	
E08.319	C4A.10	
E08.319	C4A.11	
E08.319	C4A.12	
E08.319	C4A.20	
E08.319	C4A.21	
E08.319	C4A.22	
E08.319	C4A.30	
E08.319	C4A.31	
E08.319	C4A.39	
E08.319	C4A.4	
E08.319	C4A.51	
E08.319	C4A.52	
E08.319	C4A.59	
E08.319	C4A.60	
E08.319	C4A.61	
E08.319	C4A.62	
E08.319	C4A.70	
E08.319	C4A.71	
E08.319	C4A.72	
E08.319	C4A.8	
E08.319	C4A.9	
E08.319	C50.011	
E08.319	C50.012	
E08.319	C50.019	
E08.319	C50.021	
E08.319	C50.022	
E08.319	C50.029	
E08.319	C50.111	
E08.319	C50.112	
E08.319	C50.119	
E08.319	C50.121	
E08.319	C50.122	
E08.319	C50.129	
E08.319	C50.211	
E08.319	C50.212	
E08.319	C50.219	
E08.319	C50.221	
E08.319	C50.222	
E08.319	C50.229	
E08.319	C50.311	
E08.319	C50.312	
E08.319	C50.319	
E08.319	C50.321	
E08.319	C50.322	
E08.319	C50.329	
E08.319	C50.411	
E08.319	C50.412	
E08.319	C50.419	
E08.319	C50.421	
E08.319	C50.422	
E08.319	C50.429	
E08.319	C50.511	
E08.319	C50.512	
E08.319	C50.519	
E08.319	C50.521	
E08.319	C50.522	
E08.319	C50.529	
E08.319	C50.611	
E08.319	C50.612	
E08.319	C50.619	
E08.319	C50.621	
E08.319	C50.622	
E08.319	C50.629	
E08.319	C50.811	
E08.319	C50.812	
E08.319	C50.819	
E08.319	C50.821	
E08.319	C50.822	
E08.319	C50.829	
E08.319	C50.911	
E08.319	C50.912	
E08.319	C50.919	
E08.319	C50.921	
E08.319	C50.922	
E08.319	C50.929	
E08.319	C51.0	
E08.319	C51.1	
E08.319	C51.2	
E08.319	C51.8	
E08.319	C51.9	
E08.319	C52.	
E08.319	C53.0	
E08.319	C53.1	
E08.319	C53.8	
E08.319	C53.9	
E08.319	C54.0	
E08.319	C54.1	
E08.319	C54.2	
E08.319	C54.3	
E08.319	C54.8	
E08.319	C54.9	
E08.319	C55.	
E08.319	C56.1	
E08.319	C56.2	
E08.319	C56.9	
E08.319	C57.00	
E08.319	C57.01	
E08.319	C57.02	
E08.319	C57.10	
E08.319	C57.11	
E08.319	C57.12	
E08.319	C57.20	
E08.319	C57.21	
E08.319	C57.22	
E08.319	C57.3	
E08.319	C57.4	
E08.319	C57.7	
E08.319	C57.8	
E08.319	C57.9	
E08.319	C58.	
E08.319	C60.0	
E08.319	C60.1	
E08.319	C60.2	
E08.319	C60.8	
E08.319	C60.9	
E08.319	C61.	
E08.319	C62.00	
E08.319	C62.01	
E08.319	C62.02	
E08.319	C62.10	
E08.319	C62.11	
E08.319	C62.12	
E08.319	C62.90	
E08.319	C62.91	
E08.319	C62.92	
E08.319	C63.00	
E08.319	C63.01	
E08.319	C63.02	
E08.319	C63.10	
E08.319	C63.11	
E08.319	C63.12	
E08.319	C63.2	
E08.319	C63.7	
E08.319	C63.8	
E08.319	C63.9	
E08.319	C64.1	
E08.319	C64.2	
E08.319	C64.9	
E08.319	C65.1	
E08.319	C65.2	
E08.319	C65.9	
E08.319	C66.1	
E08.319	C66.2	
E08.319	C66.9	
E08.319	C67.0	
E08.319	C67.1	
E08.319	C67.2	
E08.319	C67.3	
E08.319	C67.4	
E08.319	C67.5	
E08.319	C67.6	
E08.319	C67.7	
E08.319	C67.8	
E08.319	C67.9	
E08.319	C68.0	
E08.319	C68.1	
E08.319	C68.8	
E08.319	C68.9	
E08.319	C69.00	
E08.319	C69.01	
E08.319	C69.02	
E08.319	C69.10	
E08.319	C69.11	
E08.319	C69.12	
E08.319	C69.20	
E08.319	C69.21	
E08.319	C69.22	
E08.319	C69.30	
E08.319	C69.31	
E08.319	C69.32	
E08.319	C69.40	
E08.319	C69.41	
E08.319	C69.42	
E08.319	C69.50	
E08.319	C69.51	
E08.319	C69.52	
E08.319	C69.60	
E08.319	C69.61	
E08.319	C69.62	
E08.319	C69.80	
E08.319	C69.81	
E08.319	C69.82	
E08.319	C69.90	
E08.319	C69.91	
E08.319	C69.92	
E08.319	C70.0	
E08.319	C70.1	
E08.319	C70.9	
E08.319	C71.0	
E08.319	C71.1	
E08.319	C71.2	
E08.319	C71.3	
E08.319	C71.4	
E08.319	C71.5	
E08.319	C71.6	
E08.319	C71.7	
E08.319	C71.8	
E08.319	C71.9	
E08.319	C72.0	
E08.319	C72.1	
E08.319	C72.20	
E08.319	C72.21	
E08.319	C72.22	
E08.319	C72.30	
E08.319	C72.31	
E08.319	C72.32	
E08.319	C72.40	
E08.319	C72.41	
E08.319	C72.42	
E08.319	C72.50	
E08.319	C72.59	
E08.319	C72.9	
E08.319	C73.	
E08.319	C74.00	
E08.319	C74.01	
E08.319	C74.02	
E08.319	C74.10	
E08.319	C74.11	
E08.319	C74.12	
E08.319	C74.90	
E08.319	C74.91	
E08.319	C74.92	
E08.319	C75.0	
E08.319	C75.1	
E08.319	C75.2	
E08.319	C75.3	
E08.319	C75.4	
E08.319	C75.5	
E08.319	C75.8	
E08.319	C75.9	
E08.319	C76.0	
E08.319	C76.1	
E08.319	C76.2	
E08.319	C76.3	
E08.319	C76.40	
E08.319	C76.41	
E08.319	C76.42	
E08.319	C76.50	
E08.319	C76.51	
E08.319	C76.52	
E08.319	C76.8	
E08.319	C77.0	
E08.319	C77.1	
E08.319	C77.2	
E08.319	C77.3	
E08.319	C77.4	
E08.319	C77.5	
E08.319	C77.8	
E08.319	C77.9	
E08.319	C78.00	
E08.319	C78.01	
E08.319	C78.02	
E08.319	C78.1	
E08.319	C78.2	
E08.319	C78.30	
E08.319	C78.39	
E08.319	C78.4	
E08.319	C78.5	
E08.319	C78.6	
E08.319	C78.7	
E08.319	C78.80	
E08.319	C78.89	
E08.319	C79.00	
E08.319	C79.01	
E08.319	C79.02	
E08.319	C79.10	
E08.319	C79.11	
E08.319	C79.19	
E08.319	C79.2	
E08.319	C79.31	
E08.319	C79.32	
E08.319	C79.40	
E08.319	C79.49	
E08.319	C79.51	
E08.319	C79.52	
E08.319	C79.60	
E08.319	C79.61	
E08.319	C79.62	
E08.319	C79.70	
E08.319	C79.71	
E08.319	C79.72	
E08.319	C79.81	
E08.319	C79.82	
E08.319	C79.89	
E08.319	C79.9	
E08.319	C7A.00	
E08.319	C7A.010	
E08.319	C7A.011	
E08.319	C7A.012	
E08.319	C7A.019	
E08.319	C7A.020	
E08.319	C7A.021	
E08.319	C7A.022	
E08.319	C7A.023	
E08.319	C7A.024	
E08.319	C7A.025	
E08.319	C7A.026	
E08.319	C7A.029	
E08.319	C7A.090	
E08.319	C7A.091	
E08.319	C7A.092	
E08.319	C7A.093	
E08.319	C7A.094	
E08.319	C7A.095	
E08.319	C7A.096	
E08.319	C7A.098	
E08.319	C7A.1	
E08.319	C7A.8	
E08.319	C7B.00	
E08.319	C7B.01	
E08.319	C7B.02	
E08.319	C7B.03	
E08.319	C7B.04	
E08.319	C7B.09	
E08.319	C7B.1	
E08.319	C7B.8	
E08.319	C80.0	
E08.319	C80.1	
E08.319	C80.2	
E08.319	C81.00	
E08.319	C81.01	
E08.319	C81.02	
E08.319	C81.03	
E08.319	C81.04	
E08.319	C81.05	
E08.319	C81.06	
E08.319	C81.07	
E08.319	C81.08	
E08.319	C81.09	
E08.319	C81.10	
E08.319	C81.11	
E08.319	C81.12	
E08.319	C81.13	
E08.319	C81.14	
E08.319	C81.15	
E08.319	C81.16	
E08.319	C81.17	
E08.319	C81.18	
E08.319	C81.19	
E08.319	C81.20	
E08.319	C81.21	
E08.319	C81.22	
E08.319	C81.23	
E08.319	C81.24	
E08.319	C81.25	
E08.319	C81.26	
E08.319	C81.27	
E08.319	C81.28	
E08.319	C81.29	
E08.319	C81.30	
E08.319	C81.31	
E08.319	C81.32	
E08.319	C81.33	
E08.319	C81.34	
E08.319	C81.35	
E08.319	C81.36	
E08.319	C81.37	
E08.319	C81.38	
E08.319	C81.39	
E08.319	C81.40	
E08.319	C81.41	
E08.319	C81.42	
E08.319	C81.43	
E08.319	C81.44	
E08.319	C81.45	
E08.319	C81.46	
E08.319	C81.47	
E08.319	C81.48	
E08.319	C81.49	
E08.319	C81.70	
E08.319	C81.71	
E08.319	C81.72	
E08.319	C81.73	
E08.319	C81.74	
E08.319	C81.75	
E08.319	C81.76	
E08.319	C81.77	
E08.319	C81.78	
E08.319	C81.79	
E08.319	C81.90	
E08.319	C81.91	
E08.319	C81.92	
E08.319	C81.93	
E08.319	C81.94	
E08.319	C81.95	
E08.319	C81.96	
E08.319	C81.97	
E08.319	C81.98	
E08.319	C81.99	
E08.319	C82.00	
E08.319	C82.01	
E08.319	C82.02	
E08.319	C82.03	
E08.319	C82.04	
E08.319	C82.05	
E08.319	C82.06	
E08.319	C82.07	
E08.319	C82.08	
E08.319	C82.09	
E08.319	C82.10	
E08.319	C82.11	
E08.319	C82.12	
E08.319	C82.13	
E08.319	C82.14	
E08.319	C82.15	
E08.319	C82.16	
E08.319	C82.17	
E08.319	C82.18	
E08.319	C82.19	
E08.319	C82.20	
E08.319	C82.21	
E08.319	C82.22	
E08.319	C82.23	
E08.319	C82.24	
E08.319	C82.25	
E08.319	C82.26	
E08.319	C82.27	
E08.319	C82.28	
E08.319	C82.29	
E08.319	C82.30	
E08.319	C82.31	
E08.319	C82.32	
E08.319	C82.33	
E08.319	C82.34	
E08.319	C82.35	
E08.319	C82.36	
E08.319	C82.37	
E08.319	C82.38	
E08.319	C82.39	
E08.319	C82.40	
E08.319	C82.41	
E08.319	C82.42	
E08.319	C82.43	
E08.319	C82.44	
E08.319	C82.45	
E08.319	C82.46	
E08.319	C82.47	
E08.319	C82.48	
E08.319	C82.49	
E08.319	C82.50	
E08.319	C82.51	
E08.319	C82.52	
E08.319	C82.53	
E08.319	C82.54	
E08.319	C82.55	
E08.319	C82.56	
E08.319	C82.57	
E08.319	C82.58	
E08.319	C82.59	
E08.319	C82.60	
E08.319	C82.61	
E08.319	C82.62	
E08.319	C82.63	
E08.319	C82.64	
E08.319	C82.65	
E08.319	C82.66	
E08.319	C82.67	
E08.319	C82.68	
E08.319	C82.69	
E08.319	C82.80	
E08.319	C82.81	
E08.319	C82.82	
E08.319	C82.83	
E08.319	C82.84	
E08.319	C82.85	
E08.319	C82.86	
E08.319	C82.87	
E08.319	C82.88	
E08.319	C82.89	
E08.319	C82.90	
E08.319	C82.91	
E08.319	C82.92	
E08.319	C82.93	
E08.319	C82.94	
E08.319	C82.95	
E08.319	C82.96	
E08.319	C82.97	
E08.319	C82.98	
E08.319	C82.99	
E08.319	C83.00	
E08.319	C83.01	
E08.319	C83.02	
E08.319	C83.03	
E08.319	C83.04	
E08.319	C83.05	
E08.319	C83.06	
E08.319	C83.07	
E08.319	C83.08	
E08.319	C83.09	
E08.319	C83.10	
E08.319	C83.11	
E08.319	C83.12	
E08.319	C83.13	
E08.319	C83.14	
E08.319	C83.15	
E08.319	C83.16	
E08.319	C83.17	
E08.319	C83.18	
E08.319	C83.19	
E08.319	C83.30	
E08.319	C83.31	
E08.319	C83.32	
E08.319	C83.33	
E08.319	C83.34	
E08.319	C83.35	
E08.319	C83.36	
E08.319	C83.37	
E08.319	C83.38	
E08.319	C83.39	
E08.319	C83.50	
E08.319	C83.51	
E08.319	C83.52	
E08.319	C83.53	
E08.319	C83.54	
E08.319	C83.55	
E08.319	C83.56	
E08.319	C83.57	
E08.319	C83.58	
E08.319	C83.59	
E08.319	C83.70	
E08.319	C83.71	
E08.319	C83.72	
E08.319	C83.73	
E08.319	C83.74	
E08.319	C83.75	
E08.319	C83.76	
E08.319	C83.77	
E08.319	C83.78	
E08.319	C83.79	
E08.319	C83.80	
E08.319	C83.81	
E08.319	C83.82	
E08.319	C83.83	
E08.319	C83.84	
E08.319	C83.85	
E08.319	C83.86	
E08.319	C83.87	
E08.319	C83.88	
E08.319	C83.89	
E08.319	C83.90	
E08.319	C83.91	
E08.319	C83.92	
E08.319	C83.93	
E08.319	C83.94	
E08.319	C83.95	
E08.319	C83.96	
E08.319	C83.97	
E08.319	C83.98	
E08.319	C83.99	
E08.319	C84.00	
E08.319	C84.01	
E08.319	C84.02	
E08.319	C84.03	
E08.319	C84.04	
E08.319	C84.05	
E08.319	C84.06	
E08.319	C84.07	
E08.319	C84.08	
E08.319	C84.09	
E08.319	C84.10	
E08.319	C84.11	
E08.319	C84.12	
E08.319	C84.13	
E08.319	C84.14	
E08.319	C84.15	
E08.319	C84.16	
E08.319	C84.17	
E08.319	C84.18	
E08.319	C84.19	
E08.319	C84.40	
E08.319	C84.41	
E08.319	C84.42	
E08.319	C84.43	
E08.319	C84.44	
E08.319	C84.45	
E08.319	C84.46	
E08.319	C84.47	
E08.319	C84.48	
E08.319	C84.49	
E08.319	C84.60	
E08.319	C84.61	
E08.319	C84.62	
E08.319	C84.63	
E08.319	C84.64	
E08.319	C84.65	
E08.319	C84.66	
E08.319	C84.67	
E08.319	C84.68	
E08.319	C84.69	
E08.319	C84.70	
E08.319	C84.71	
E08.319	C84.72	
E08.319	C84.73	
E08.319	C84.74	
E08.319	C84.75	
E08.319	C84.76	
E08.319	C84.77	
E08.319	C84.78	
E08.319	C84.79	
E08.319	C84.90	
E08.319	C84.91	
E08.319	C84.92	
E08.319	C84.93	
E08.319	C84.94	
E08.319	C84.95	
E08.319	C84.96	
E08.319	C84.97	
E08.319	C84.98	
E08.319	C84.99	
E08.319	C84.A0	
E08.319	C84.A1	
E08.319	C84.A2	
E08.319	C84.A3	
E08.319	C84.A4	
E08.319	C84.A5	
E08.319	C84.A6	
E08.319	C84.A7	
E08.319	C84.A8	
E08.319	C84.A9	
E08.319	C84.Z0	
E08.319	C84.Z1	
E08.319	C84.Z2	
E08.319	C84.Z3	
E08.319	C84.Z4	
E08.319	C84.Z5	
E08.319	C84.Z6	
E08.319	C84.Z7	
E08.319	C84.Z8	
E08.319	C84.Z9	
E08.319	C85.10	
E08.319	C85.11	
E08.319	C85.12	
E08.319	C85.13	
E08.319	C85.14	
E08.319	C85.15	
E08.319	C85.16	
E08.319	C85.17	
E08.319	C85.18	
E08.319	C85.19	
E08.319	C85.20	
E08.319	C85.21	
E08.319	C85.22	
E08.319	C85.23	
E08.319	C85.24	
E08.319	C85.25	
E08.319	C85.26	
E08.319	C85.27	
E08.319	C85.28	
E08.319	C85.29	
E08.319	C85.80	
E08.319	C85.81	
E08.319	C85.82	
E08.319	C85.83	
E08.319	C85.84	
E08.319	C85.85	
E08.319	C85.86	
E08.319	C85.87	
E08.319	C85.88	
E08.319	C85.89	
E08.319	C85.90	
E08.319	C85.91	
E08.319	C85.92	
E08.319	C85.93	
E08.319	C85.94	
E08.319	C85.95	
E08.319	C85.96	
E08.319	C85.97	
E08.319	C85.98	
E08.319	C85.99	
E08.319	C86.0	
E08.319	C86.1	
E08.319	C86.2	
E08.319	C86.3	
E08.319	C86.4	
E08.319	C86.5	
E08.319	C86.6	
E08.319	C88.0	
E08.319	C88.2	
E08.319	C88.3	
E08.319	C88.4	
E08.319	C88.8	
E08.319	C88.9	
E08.319	C90.00	
E08.319	C90.01	
E08.319	C90.02	
E08.319	C90.10	
E08.319	C90.11	
E08.319	C90.12	
E08.319	C90.20	
E08.319	C90.21	
E08.319	C90.22	
E08.319	C90.30	
E08.319	C90.31	
E08.319	C90.32	
E08.319	C91.00	
E08.319	C91.01	
E08.319	C91.02	
E08.319	C91.10	
E08.319	C91.11	
E08.319	C91.12	
E08.319	C91.30	
E08.319	C91.31	
E08.319	C91.32	
E08.319	C91.40	
E08.319	C91.41	
E08.319	C91.42	
E08.319	C91.50	
E08.319	C91.51	
E08.319	C91.52	
E08.319	C91.60	
E08.319	C91.61	
E08.319	C91.62	
E08.319	C91.90	
E08.319	C91.91	
E08.319	C91.92	
E08.319	C91.A0	
E08.319	C91.A1	
E08.319	C91.A2	
E08.319	C91.Z0	
E08.319	C91.Z1	
E08.319	C91.Z2	
E08.319	C92.00	
E08.319	C92.01	
E08.319	C92.02	
E08.319	C92.10	
E08.319	C92.11	
E08.319	C92.12	
E08.319	C92.20	
E08.319	C92.21	
E08.319	C92.22	
E08.319	C92.30	
E08.319	C92.31	
E08.319	C92.32	
E08.319	C92.40	
E08.319	C92.41	
E08.319	C92.42	
E08.319	C92.50	
E08.319	C92.51	
E08.319	C92.52	
E08.319	C92.60	
E08.319	C92.61	
E08.319	C92.62	
E08.319	C92.90	
E08.319	C92.91	
E08.319	C92.92	
E08.319	C92.A0	
E08.319	C92.A1	
E08.319	C92.A2	
E08.319	C92.Z0	
E08.319	C92.Z1	
E08.319	C92.Z2	
E08.319	C93.00	
E08.319	C93.01	
E08.319	C93.02	
E08.319	C93.10	
E08.319	C93.11	
E08.319	C93.12	
E08.319	C93.30	
E08.319	C93.31	
E08.319	C93.32	
E08.319	C93.90	
E08.319	C93.91	
E08.319	C93.92	
E08.319	C93.Z0	
E08.319	C93.Z1	
E08.319	C93.Z2	
E08.319	C94.00	
E08.319	C94.01	
E08.319	C94.02	
E08.319	C94.20	
E08.319	C94.21	
E08.319	C94.22	
E08.319	C94.30	
E08.319	C94.31	
E08.319	C94.32	
E08.319	C94.40	
E08.319	C94.41	
E08.319	C94.42	
E08.319	C94.6	
E08.319	C94.80	
E08.319	C94.81	
E08.319	C94.82	
E08.319	C95.00	
E08.319	C95.01	
E08.319	C95.02	
E08.319	C95.10	
E08.319	C95.11	
E08.319	C95.12	
E08.319	C95.90	
E08.319	C95.91	
E08.319	C95.92	
E08.319	C96.0	
E08.319	C96.20	
E08.319	C96.21	
E08.319	C96.22	
E08.319	C96.29	
E08.319	C96.4	
E08.319	C96.5	
E08.319	C96.6	
E08.319	C96.9	
E08.319	C96.A	
E08.319	C96.Z	
E08.319	E24.0	
E08.319	E24.1	
E08.319	E24.2	
E08.319	E24.3	
E08.319	E24.4	
E08.319	E24.8	
E08.319	E24.9	
E08.319	E40.	
E08.319	E41.	
E08.319	E42.	
E08.319	E43.	
E08.319	E44.0	
E08.319	E44.1	
E08.319	E45.	
E08.319	E46.	
E08.319	E84.0	
E08.319	E84.11	
E08.319	E84.19	
E08.319	E84.8	
E08.319	E84.9	
E08.319	K85.00	
E08.319	K85.01	
E08.319	K85.02	
E08.319	K85.10	
E08.319	K85.11	
E08.319	K85.12	
E08.319	K85.20	
E08.319	K85.21	
E08.319	K85.22	
E08.319	K85.30	
E08.319	K85.31	
E08.319	K85.32	
E08.319	K85.80	
E08.319	K85.81	
E08.319	K85.82	
E08.319	K85.90	
E08.319	K85.91	
E08.319	K85.92	
E08.319	K86.0	
E08.319	K86.1	
E08.319	K86.2	
E08.319	K86.3	
E08.319	K86.81	
E08.319	K86.89	
E08.319	K86.9	
E08.319	P35.0	
E08.3211	C00.0	
E08.3211	C00.1	
E08.3211	C00.2	
E08.3211	C00.3	
E08.3211	C00.4	
E08.3211	C00.5	
E08.3211	C00.6	
E08.3211	C00.8	
E08.3211	C00.9	
E08.3211	C01.	
E08.3211	C02.0	
E08.3211	C02.1	
E08.3211	C02.2	
E08.3211	C02.3	
E08.3211	C02.4	
E08.3211	C02.8	
E08.3211	C02.9	
E08.3211	C03.0	
